io,hora,ativo,posicao,direcao,lucro,AC_Var,AC_cx,AC_norm,AD_Var,AD_cx,AD_norm,ADX_FW,adx_cx,adx_norm,ATR_Var,ATR_cx,ATR_norm,BB_Delta_Bruto,BB_Delta_Bruto_Cx,BB_Delta_Bruto_norm,Banda_Delta_Valor,BB_Posicao_Percent,BB_Posicao_Percent_Cx,BB_Posicao_Percent_norm,BullsP_Var,BullsP_Var_Cx,BullsP_norm,BearsP_Var,BearsP_Var_Cx,BearsP_norm,BWMFI_Var,BWMFI_Var_Cx,BWMFI_norm,CCI_Var,CCI_Var_Cx,CCI_norm,DeMarker_Var,DeMarker_Var_Cx,DeMarker_norm,DP_DMM20,DP_PAAMM20,DP_MM20MM50,DP_D,Hilo_Direcao,MACD_FW,MACD_Cx_0,MACD_Cx_1,MACD_Diff_Angulo_LS,MACD_Distancia_Linha_Sinal,MACD_Distancia_Linha_Zero,MACD_Normalizacao,MACD_Normalizacao_Zero,MFI_FW,MFI_Cx,MFI_norm,Momentum_Var,Momentum_Var_Cx,Momentum_norm,RSI_Var,RSI_Var_Cx,RSI_norm,Stoch_FW,Stoch_Cx_0,Stoch_Cx_1,Stoch_norm_1,Stoch_norm_2,Volume_FW,Volume_Cx,Volume_norm,WPR_Var,WPR_Var_Cx,WPR_norm
"DEAL_ENTRY_IN","2019.01.15 09:22:42","WIN$N","2","DEAL_TYPE_SELL","0.00000000","2.14411765","-19.99828214","0.59487532","-437931.04175305","-1.41343270","0.79261460","15.29797093","-7.36157214","0.07639267","78.92857143","2.98146122","1.00000000","37.31541237","-3.61976985","0.89099321","43.90048514","49.59802133","-4.16870959","0.22525341","40.56209596","-15.78197351","0.06981207","-44.43790404","-14.45236239","0.06981207","0.00856423","-9.53296036","0.09738783","-1.37080192","-3.98596525","0.23272301","0.64367816","0.70712324","0.89531388","-1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","21.27796593","-17.34028393","3.14249495","-20.48277888","-0.16955219","0.22105802","0.13580469","0.22105802","48.87336496","5.19737606","0.13172328","100.06858711","2.32658978","0.70958820","50.93604636","-4.43940454","0.16142516","28.98550725","-19.19017974","-21.31586492","0.10331999","0.63756980","9925.00000000","-1.13995458","0.70958820","-66.00000000","-6.86224932","0.21833333"
"DEAL_ENTRY_OUT","2019.01.15 09:25:30","WIN$N","2","DEAL_TYPE_BUY","9.00000000","-16.04705882","-15.17035678","0.35868943","-444605.76397527","0.84879830","0.48952913","14.87108130","2.21981374","0.03829252","80.71428571","3.92590770","1.00000000","37.40802053","-2.95256243","0.89818285","41.56446726","25.40634369","-3.79580394","0.00000000","19.05322511","-9.01364086","0.03799502","-70.94677489","-3.95613860","0.03799502","0.00648602","23.93974683","1.00000000","-76.35009311","-3.38769032","0.00000000","0.64367816","-2.99630196","0.89531388","-1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","14.41400317","-15.68077724","0.96957483","-16.65035207","-0.51371275","0.00000000","0.00000000","0.00000000","42.08299958","-12.51806914","0.00000000","100.01582696","-2.32271392","0.00000000","46.83906337","-3.81970796","0.00000000","17.39130435","-12.24262226","-17.59764697","0.00000000","0.35853339","13876.00000000","13.99922984","0.00000000","-85.71428571","-6.42418550","0.00000000"
"DEAL_ENTRY_IN","2019.01.15 10:19:17","WIN$N","4","DEAL_TYPE_BUY","0.00000000","-36.74705882","-8.09912329","0.04477133","-419714.38546225","23.07948549","1.00000000","21.09119381","2.92601142","0.73968568","97.85714286","-13.19061071","0.87068966","55.91994278","6.51594861","0.99588402","65.78816797","50.71530831","26.56505118","0.48379572","-78.32075033","26.35660456","0.52389049","-163.32075033","18.95930259","0.52389049","0.00688092","8.82905949","0.10223417","9.70200970","26.56505118","0.53570189","0.37000000","-0.79189358","0.42077994","1.00000000","1.00000000","1.00000000","1.00000000","-1.00000000","-17.92758412","0.02798311","-5.68473421","5.71271731","-0.32587357","-0.42155168","0.21001226","0.14604223","45.28662823","21.31349079","0.47538095","99.90517832","6.67150970","0.81061624","52.23021225","26.56505118","0.55328882","49.15254237","19.24305316","10.89334901","0.51200049","0.12894525","12353.00000000","-11.55860035","0.81061624","-31.94444444","22.61458695","0.76514730"
"DEAL_ENTRY_OUT","2019.01.15 10:20:11","WIN$N","4","DEAL_TYPE_SELL","11.00000000","-15.90000000","21.60706585","0.32887090","-416457.32296225","16.13307987","1.00000000","20.62661124","-8.62397617","0.69667232","96.42857143","0.00000000","0.83620690","57.33096894","1.64849335","1.00000000","35.83185559","72.06486343","21.44282572","0.64465795","63.58221400","26.56505118","0.73228057","-96.41778600","22.03362796","0.73228057","0.00768455","23.43640886","0.49479634","89.08467939","20.91689940","0.69838610","0.45454545","18.89484296","0.58149743","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","-7.36411183","12.05775077","-4.44760228","16.50535305","-0.02812752","-0.18755477","0.61763409","0.42722054","49.61365484","25.17020871","0.68331179","100.03162555","26.56505118","0.07672057","56.55265197","22.70331379","0.71833443","74.44444444","24.15571639","20.98138773","0.93263990","0.26773843","20821.00000000","-2.70824110","0.07672057","0.00000000","21.47777568","1.00000000"
"DEAL_ENTRY_IN","2019.01.15 10:42:22","WIN$N","6","DEAL_TYPE_SELL","0.00000000","80.90294118","-0.90949577","0.86917370","-434047.35464073","-6.58686902","0.41430460","18.80089832","-12.93614131","0.52763875","113.92857143","0.00000000","1.00000000","70.67531394","-4.05888880","0.91520855","94.23375192","48.93880910","-6.52899264","0.53523870","70.50501847","-8.19999741","0.48743076","-4.49498153","-7.27350867","0.48743076","0.00541673","22.96895881","0.78333251","-9.13242009","-6.62802503","0.53785451","0.53488372","-3.06497625","0.73421721","-1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","19.30842657","-1.70995322","2.48131864","-4.19127186","0.35872947","0.40042275","0.90101087","0.90101087","51.40794273","-10.42916187","0.55148368","99.95783482","-7.71664871","0.13793745","49.26041128","-7.53431287","0.44623591","57.69230769","-10.22634671","-5.61350041","0.58104974","0.98723643","13846.00000000","-5.43080190","0.13793745","-52.88461538","-8.37278189","0.48484456"
"DEAL_ENTRY_OUT","2019.01.15 10:44:11","WIN$N","6","DEAL_TYPE_BUY","13.00000000","76.12647059","-1.89233600","0.83484474","-442891.35464073","-12.35315350","0.23534363","19.65430173","-9.37643515","0.60665107","118.92857143","6.34019175","1.00000000","71.99416643","-1.97007925","0.94901996","95.99222191","29.09552850","-12.15507910","0.36512105","70.50501847","-7.36290918","0.51719687","-4.49498153","-12.80665150","0.51719687","0.00541673","21.71088371","0.58588947","-75.63764292","-11.63474035","0.39038790","0.49462366","-5.46817635","0.65768446","-1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","13.72438099","-5.01513300","2.11329894","-7.12843194","0.25579323","0.28461949","0.78520760","0.78520760","49.80239519","-11.99937001","0.49619234","99.88404575","-11.77426077","0.46720030","45.37287399","-12.28261885","0.29565551","53.20512821","-12.33160579","-6.42990245","0.51474898","0.98723643","13846.00000000","-5.43080190","0.46720030","-66.34615385","-14.66308115","0.31256477"
"DEAL_ENTRY_IN","2019.01.15 11:16:02","WIN$N","8","DEAL_TYPE_BUY","0.00000000","-0.34117647","19.11569082","0.51075098","-426433.28607035","4.78515818","0.56837755","21.06522412","-22.24078756","0.54204306","134.64285714","-14.99507913","0.80645161","83.87228386","-1.92751048","0.98304202","111.82971181","50.95383119","10.89467810","0.55251360","22.68925587","13.18620568","0.33141615","-52.31074413","7.46101452","0.33141615","0.01021798","25.84212594","1.00000000","7.13436385","10.80485238","0.57392396","0.54696133","22.92096579","0.83468413","-1.00000000","1.00000000","-1.00000000","0.00000000","-1.00000000","-21.68266821","5.43170234","-8.78952639","14.22122873","-0.37104326","-0.68338641","0.19186584","0.19017223","49.90690916","18.95284688","0.49979156","100.14261568","19.55314813","0.00000000","50.55128439","11.50394540","0.49623676","36.39344262","19.53176394","6.93838763","0.26634631","0.04778998","7340.00000000","-19.04691636","0.00000000","-57.54716981","11.76828893","0.43056780"
"DEAL_ENTRY_OUT","2019.01.15 11:17:18","WIN$N","8","DEAL_TYPE_SELL","10.00000000","3.07058824","19.89219570","0.52753581","-418766.22921417","12.37920650","0.72352272","22.47306241","-17.46689419","0.63787137","138.21428571","-10.12467166","0.87096774","84.49473356","-0.50526691","0.99555629","112.65964475","64.55712029","14.66780069","0.66913543","22.68925587","18.11559331","0.45898518","-52.31074413","6.60485984","0.45898518","0.01021798","23.71332722","0.93050216","43.36979467","13.86083554","0.65427128","0.57068063","23.46473625","0.88438911","1.00000000","1.00000000","-1.00000000","0.00000000","-1.00000000","-17.69406422","8.97525728","-8.39831149","17.37356877","-0.25929983","-0.55767504","0.31869675","0.31588359","51.13663141","19.65582844","0.54214034","100.19543630","20.48134609","0.14869695","53.48591192","14.60847203","0.60990702","39.67213115","23.22489985","7.83777016","0.31479089","0.04778998","7340.00000000","-19.04691636","0.14869695","-48.11320755","15.20240871","0.55016996"
"DEAL_ENTRY_IN","2019.01.15 13:12:00","WIN$N","10","DEAL_TYPE_SELL","0.00000000","45.68823529","9.34723074","0.69783575","-402941.73862565","-22.04200434","0.26558604","21.20260159","6.29610714","0.59653030","107.85714286","9.22988624","0.41284404","56.43934798","-6.72278025","0.18254345","37.62623198","49.55704662","-20.01450855","0.27148594","192.86077302","-21.18566182","0.34276692","42.86077302","-10.96715752","0.34276692","0.01023751","9.97219095","0.52033100","-7.73395205","-20.99729095","0.23238043","0.59541985","-8.39860029","0.58355016","-1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","17.51815033","-0.59990846","4.54266006","-5.14256852","0.49642280","0.58039124","0.88260940","0.88260940","59.69647669","-8.73580943","0.67202887","99.98945759","-16.97944322","0.17731343","49.82062180","-22.14889802","0.28392767","59.82905983","-16.47360615","6.61434652","0.65816467","0.83119046","14652.00000000","4.62789774","0.17731343","-64.10256410","-24.25841210","0.34910277"
"DEAL_ENTRY_OUT","2019.01.15 13:12:21","WIN$N","10","DEAL_TYPE_BUY","11.00000000","42.27647059","8.14278959","0.66769726","-406754.51640343","-25.52827210","0.13371106","20.82039496","5.31327424","0.57219171","111.42857143","12.95276451","0.50458716","57.44005571","-4.33131450","0.20267216","38.29337047","29.63093898","-25.26661480","0.05602969","192.86077302","-20.28699863","0.37317650","42.86077302","-20.60727529","0.37317650","0.01023751","16.70012152","0.75486377","-69.21029281","-25.89657374","0.02899997","0.55319149","-11.94710996","0.47764110","-1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","13.13068594","-4.75326529","4.08258241","-8.83584769","0.36721353","0.43503081","0.73724897","0.73724897","59.28422231","-9.13295646","0.65824661","99.93147436","-20.64553368","0.30902411","46.67576059","-25.93046285","0.14463922","55.12820513","-19.70415575","5.36695745","0.59581831","0.83119046","14652.00000000","4.62789774","0.30902411","-78.20512821","-26.56505118","0.17862969"
"DEAL_ENTRY_IN","2019.01.15 13:20:22","WIN$N","12","DEAL_TYPE_BUY","0.00000000","-6.66470588","-22.48283206","0.34924245","-393190.75169754","17.20746822","0.61938910","18.13772037","-6.17688031","0.57161456","125.00000000","4.87139103","0.85321101","58.62797967","-5.38803832","0.25830732","41.87712833","50.59698458","11.11973037","0.39309968","-55.34718717","-8.29364318","0.18905385","-195.34718717","10.12853997","0.18905385","0.00845309","21.90086528","1.00000000","2.19092332","11.26295875","0.39829500","0.46242775","-1.41414917","0.25000489","-1.00000000","1.00000000","1.00000000","0.00000000","-1.00000000","0.87264891","-6.48141558","1.53458799","-8.01600357","-0.07202966","0.03159745","0.26899264","0.26899264","49.83878358","-6.52924878","0.34247188","99.97364537","8.95114315","0.00000000","50.05889072","8.74850402","0.30777599","27.81954887","-11.54762606","-24.05482722","0.24501766","0.52099244","16562.00000000","2.84515440","0.00000000","-57.14285714","11.73694265","0.43323235"
"DEAL_ENTRY_OUT","2019.01.15 13:21:43","WIN$N","12","DEAL_TYPE_SELL","-10.00000000","-5.98235294","-22.42408812","0.35818651","-396847.33064491","13.98725914","0.49818364","18.26392186","-5.85259586","0.58305992","125.71428571","5.39526457","0.87155963","59.00338973","-4.61925329","0.26691637","42.14527838","36.01775248","7.39887991","0.25971489","-55.34718717","-6.77428190","0.24302057","-195.34718717","10.79310130","0.24302057","0.00845309","14.06167719","1.00000000","-44.03948368","7.77431035","0.27305241","0.46857143","-0.75517238","0.26541330","-1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","-2.31823428","-9.72464441","1.16702599","-10.89167040","-0.17472976","-0.08394016","0.15345502","0.15345502","51.01737062","-4.88657042","0.38187376","99.93147797","5.86529071","0.09184845","47.81852813","6.00594837","0.21041840","24.81203008","-12.39874001","-24.12237528","0.20318538","0.52099244","16562.00000000","2.84515440","0.09184845","-65.93406593","8.69700666","0.32696341"
"DEAL_ENTRY_IN","2019.01.15 14:47:32","WIN$N","14","DEAL_TYPE_BUY","0.00000000","-20.98529412","9.32249819","0.43579685","-376433.62613171","-0.35636912","0.97889450","17.24437368","-16.64488558","0.13389854","86.42857143","-2.20259816","0.00000000","43.93222052","-26.39622802","0.00000000","54.91527565","50.79668179","12.34570930","0.63056057","11.28475255","2.16522919","0.48692853","-68.71524745","-0.40491324","0.48692853","0.01078312","22.06204671","0.98424069","2.48623690","11.51385629","0.61534427","0.34782609","-22.97272133","0.06086957","-1.00000000","1.00000000","-1.00000000","0.00000000","-1.00000000","-16.40290921","-1.82478371","-4.93310513","3.10832142","-0.40956883","-0.60358173","0.09166289","0.09166289","65.71926500","-14.33634664","0.72382182","100.00527426","-7.12929538","0.03912371","49.54121330","11.04927962","0.58878505","42.30769231","2.47342599","3.65098659","0.26971698","0.09991061","7419.00000000","6.97680309","0.03912371","-44.23076923","8.71596723","0.75606608"
"DEAL_ENTRY_OUT","2019.01.15 15:02:16","WIN$N","14","DEAL_TYPE_SELL","11.00000000","31.28235294","9.17941495","1.00000000","-374463.43998452","5.22598995","1.00000000","20.66304473","8.91652932","0.38115372","80.35714286","-13.62699486","0.00000000","41.53841595","0.76468513","0.04641987","92.30759101","75.03706451","8.72290679","0.98415759","47.51459636","2.38922216","0.84896228","2.51459636","7.97064396","0.84896228","0.00783153","16.15475652","0.96722595","79.32875667","8.89427610","0.92329218","0.40540541","2.69664448","0.30270270","1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-4.20147537","12.05643213","-5.08546246","17.14189460","0.35845897","-0.21196036","1.00000000","0.74122039","61.39593367","-10.71825170","0.46012546","100.01581444","9.91992150","0.00000000","54.58242102","8.56371120","0.94768449","74.12587413","14.93595414","18.39900849","0.83093306","0.43516296","5746.00000000","-14.91049944","0.00000000","-21.15384615","8.74616226","1.00000000"
"DEAL_ENTRY_IN","2019.01.16 09:55:42","WIN$N","16","DEAL_TYPE_SELL","0.00000000","-59.43235294","-8.58148079","0.00000000","-453639.80862928","-8.67607695","0.00000000","31.01022093","-8.16599951","0.59166093","102.85714286","-4.81058619","0.00000000","145.29363372","-19.62115525","0.87966676","152.94066708","49.93117386","-6.94371585","0.51577117","45.09588409","-11.11363050","0.10995472","-49.90411591","-3.62648239","0.10995472","0.00878897","26.56505118","0.25262215","-0.20977554","-6.42420860","0.49960186","0.75657895","-10.06335246","0.87576278","1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","44.34045969","-7.17227456","2.70033917","-9.87261372","-0.19358451","0.61710121","0.00000000","0.61710121","48.57568247","-18.62212421","0.27387067","100.24404478","-26.56505118","0.00000000","48.76807278","-6.07681175","0.52601901","4.22535211","-18.66316350","-21.18956709","0.00000000","0.49840576","10809.00000000","11.36009487","0.00000000","-56.52173913","-13.08776653","0.35403727"
"DEAL_ENTRY_OUT","2019.01.16 09:59:16","WIN$N","16","DEAL_TYPE_BUY","9.00000000","-62.50294118","-9.12753175","0.00000000","-462748.60862928","-13.83324709","0.00000000","31.92044255","-4.90493823","0.64075481","106.07142857","-2.38594403","0.03007519","145.46532233","-19.33624302","0.88140567","153.12139192","44.01919312","-10.00860208","0.47027584","45.09588409","-10.56470891","0.12159600","-49.90411591","-8.39136630","0.12159600","0.00878897","-2.66429294","0.00000000","-15.91237859","-9.20370264","0.46484560","0.71428571","-17.79009425","0.77536979","1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","41.14957649","-8.46110578","2.55473714","-11.01584292","-0.23432992","0.57126262","0.00000000","0.57126262","43.84986666","-20.30238984","0.08965138","100.20160221","-26.56505118","0.89140363","46.44685563","-9.60294719","0.44840500","4.63576159","-18.61717438","-21.17331079","0.00000000","0.49840576","10809.00000000","11.36009487","0.89140363","-63.47826087","-15.28117341","0.27453416"
"DEAL_ENTRY_IN","2019.01.16 11:10:06","WIN$N","18","DEAL_TYPE_BUY","0.00000000","-54.31764706","-10.15538496","0.22253240","-420738.33448444","14.27009452","1.00000000","19.43364398","-15.02405154","0.00000000","117.85714286","-9.76667940","0.79661017","62.07447140","-24.63515288","0.00000000","53.97780122","51.04712934","15.15586139","0.50986828","-4.13695570","4.94926248","0.24285192","-119.13695570","21.51452187","0.24285192","0.00812951","25.92724701","1.00000000","3.39869281","15.41030043","0.52983803","0.44512195","19.29202002","0.46683771","-1.00000000","1.00000000","1.00000000","0.00000000","-1.00000000","8.29952912","-2.63827784","1.57979153","-4.21806937","-0.32656106","0.00000000","0.00000000","0.00000000","44.87416176","20.14435017","0.60902731","100.06882312","26.56505118","0.00000000","50.90920930","11.58447796","0.44920240","44.31818182","0.26232508","-15.33035693","0.48511699","0.50227902","14146.00000000","-9.01015497","0.00000000","-47.72727273","12.29356847","0.58202019"
"DEAL_ENTRY_OUT","2019.01.16 11:11:05","WIN$N","18","DEAL_TYPE_SELL","-10.00000000","-56.36470588","-10.47418090","0.20835031","-423046.33448444","11.95981288","0.93975288","19.58899856","-14.69062398","0.00000000","120.35714286","-6.54629078","0.85593220","62.39839742","-24.56656476","0.00000000","54.25947601","37.25928817","8.25503555","0.27309770","-4.13695570","6.24339847","0.28461887","-119.13695570","18.87510236","0.28461887","0.00812951","24.94440531","1.00000000","-35.51807845","9.00157063","0.30450296","0.44848485","19.51262172","0.47176623","-1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","5.10864593","-6.33442758","0.89876424","-7.23319182","-0.40699795","0.00000000","0.00000000","0.00000000","45.48919056","20.43112018","0.62382003","100.02647043","26.56505118","0.00000000","48.49610565","6.68119548","0.31760311","41.28787879","-1.90553932","-15.67831639","0.43974174","0.50227902","14146.00000000","-9.01015497","0.00000000","-56.81818182","6.90294080","0.45508827"
"DEAL_ENTRY_IN","2019.01.16 11:34:30","WIN$N","20","DEAL_TYPE_BUY","0.00000000","-27.22941176","15.33252661","0.41020051","-409144.39283685","20.42159449","1.00000000","16.79323208","-1.31857088","0.00000000","131.78571429","-1.10170612","0.96376812","56.34323384","1.10462707","0.00650633","48.99411639","50.53245080","15.27936127","0.56267515","-38.84693652","2.63961487","0.24660544","-153.84693652","0.73612916","0.24660544","0.00881767","3.97444704","0.54936414","-3.97501420","14.07877017","0.54600195","0.42931937","-4.10501681","0.51511881","-1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","-8.56285641","-4.76081781","-7.42172868","2.66091087","-0.60425110","-0.35128008","0.04661075","0.03941946","47.13273362","1.39050310","0.96552839","100.01058593","-1.43433286","0.15483699","49.61995135","12.52781948","0.42517692","35.60606061","-6.96825674","-9.86177936","0.35466315","0.36731430","13042.00000000","-7.44958100","0.15483699","-55.68181818","10.73889710","0.49485143"
"DEAL_ENTRY_OUT","2019.01.16 11:37:43","WIN$N","20","DEAL_TYPE_SELL","-11.00000000","-26.64117647","8.39015018","0.41427582","-417736.19450909","2.88704411","0.91543311","15.11127186","-12.70715491","0.00000000","131.78571429","-4.39870535","0.96376812","56.86475182","0.17075631","0.01259073","49.44761028","34.17297234","4.74350356","0.28354560","23.13119727","17.82215228","0.33396453","-91.86880273","26.56505118","0.33396453","0.00938546","24.50708908","1.00000000","-44.44444444","5.65087408","0.32154803","0.40760870","-10.38799460","0.55316556","-1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","-11.82717561","-2.47182739","-8.67469534","6.20286795","-0.50601800","-0.44330448","0.00000000","0.00000000","45.32862059","-7.03359857","0.90236898","99.91007194","-17.96919685","0.00000000","47.15191578","5.01170839","0.27414010","37.15415020","11.97372449","-9.40234156","0.35707716","0.30603045","12253.00000000","1.78451000","0.00000000","-64.77272727","3.94518623","0.36147887"
"DEAL_ENTRY_IN","2019.01.16 12:35:19","WIN$N","22","DEAL_TYPE_BUY","0.00000000","5.43823529","24.28240696","1.00000000","-407046.48883667","19.51586345","1.00000000","26.21270256","-20.75178054","0.63858079","114.64285714","-9.81930064","0.00000000","91.14033136","-11.75453150","0.66547212","82.85484669","50.21944182","15.14224049","0.83155611","25.31312408","16.21422979","0.92485911","-84.68687592","17.98860132","0.92485911","0.00681494","7.94056583","1.00000000","0.73583517","14.55791662","0.84092983","0.37333333","16.25745103","0.67402568","-1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-63.17371184","9.98511847","-4.19310333","14.17822180","-0.01194789","-0.64788163","0.51871381","0.35211837","36.42621525","18.29100157","0.60027647","99.91526770","9.61152036","0.00000000","49.41047596","15.60307167","0.82069191","66.16915423","22.55210256","26.56505118","1.00000000","0.11707716","16141.00000000","10.52416076","0.00000000","-35.95505618","15.34005234","1.00000000"
"DEAL_ENTRY_OUT","2019.01.16 12:37:43","WIN$N","22","DEAL_TYPE_SELL","13.00000000","10.21470588","24.56483723","1.00000000","-398961.48883667","21.64198179","1.00000000","26.80539280","-18.72012696","0.67267375","119.64285714","8.36588612","0.08196721","91.97825830","-10.88476141","0.68123302","83.61659846","64.67738164","17.60206756","1.00000000","25.31312408","19.01984263","1.00000000","-84.68687592","17.60463736","1.00000000","0.00681494","-9.84003985","0.52366260","47.87234043","17.06454827","1.00000000","0.42682927","18.33544925","0.83310348","-1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-57.58966626","12.98166687","-3.84802964","16.82969651","0.08489122","-0.53893762","0.67920177","0.46106238","39.88767892","19.72028514","0.71862452","99.98940846","12.61939240","0.20809461","53.21903658","17.82985675","1.00000000","71.35922330","22.91113250","26.56505118","1.00000000","0.11707716","16141.00000000","10.52416076","0.20809461","-20.22471910","17.96803145","1.00000000"
"DEAL_ENTRY_IN","2019.01.16 13:31:24","WIN$N","24","DEAL_TYPE_SELL","0.00000000","-48.76470588","-5.52572530","0.00000000","-409315.17070227","-3.33303332","0.44039122","21.47058510","-8.45831839","0.00000000","136.42857143","-17.35402464","0.70270270","122.67599602","1.17189876","0.98110473","223.04726549","49.38863345","-10.40043705","0.53112386","28.30124815","-4.23513730","0.38134998","-26.69875185","-4.51399084","0.38134998","0.01133553","18.59014247","1.00000000","-1.91021968","-9.86167709","0.53807002","0.72988506","7.63955537","0.93115382","1.00000000","-1.00000000","-1.00000000","0.00000000","-1.00000000","22.88311378","-3.88715327","5.00427185","-8.89142512","-0.05510717","0.31474674","0.00000000","0.78442325","70.55360850","14.34747688","1.00000000","100.29752417","0.58084463","0.05863127","46.98954610","-10.79412252","0.46407212","26.63934426","-12.79648193","-13.35413000","0.19698713","0.48639881","4852.00000000","-14.47886928","0.05863127","-56.25000000","-13.44861505","0.43572643"
"DEAL_ENTRY_OUT","2019.01.16 13:36:18","WIN$N","24","DEAL_TYPE_BUY","9.00000000","-49.46470588","-1.42849354","0.00000000","-418336.65070227","-22.70658085","0.21257978","22.94119773","1.06549441","0.12005879","132.85714286","-7.12501635","0.56756757","121.86861778","-10.36749167","0.96020312","97.49489423","40.11230272","-18.74330412","0.44284312","45.68678413","-7.89012242","0.19333451","-79.31321587","-14.45601298","0.19333451","0.01152286","21.09246721","1.00000000","-31.08273683","-18.16085700","0.45539377","0.67647059","-16.01820570","0.84587344","1.00000000","-1.00000000","-1.00000000","0.00000000","-1.00000000","10.73074169","-9.93032236","2.60627945","-12.53660180","-0.28585185","0.17939685","0.00000000","0.53481240","65.07217408","-5.49025335","0.94094013","100.14331210","-24.76386899","0.00000000","43.80248028","-19.91043160","0.35539114","9.87124464","-12.70642615","-12.72923448","0.00000000","0.31685671","10848.00000000","0.10981213","0.00000000","-74.10714286","-22.67007301","0.21341703"
"DEAL_ENTRY_IN","2019.01.16 14:19:02","WIN$N","26","DEAL_TYPE_BUY","0.00000000","-6.19705882","6.57209696","0.23317627","-405454.87287698","17.47766433","0.53374710","18.40306014","-21.52719541","0.00000000","119.64285714","-17.86009407","0.00000000","75.74140215","-3.32974075","0.00000000","75.74140215","50.72615503","17.02510200","0.44433829","29.15127489","24.81631143","0.25514414","-70.84872511","26.56505118","0.25514414","0.01070893","15.70522680","0.64523888","-1.90476190","15.84904565","0.42102971","0.36734694","-1.21038192","0.17909339","1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","-10.11635552","5.48830210","-6.06817520","11.55647729","-0.12537865","-0.24170277","0.34679937","0.19216598","32.66762639","2.15747356","0.15841557","99.91008146","11.38327018","0.23226228","52.46086297","17.14516822","0.51210995","54.43786982","22.04459509","15.07913600","0.58943967","0.15917820","9338.00000000","-26.56505118","0.23226228","-36.36363636","20.43686364","0.70445448"
"DEAL_ENTRY_OUT","2019.01.16 14:21:43","WIN$N","26","DEAL_TYPE_SELL","10.00000000","13.33529412","14.92639738","0.33444653","-406917.60621031","10.26924097","0.49648031","20.29711714","15.23106807","0.09939541","120.71428571","-5.44033203","0.00000000","76.13120254","-0.04151511","0.00795160","54.37943038","63.06954267","15.18575158","0.58743496","96.41537847","14.47675347","0.36021398","-43.58462153","15.76020390","0.36021398","0.01009591","19.27974376","1.00000000","37.16391571","14.65634424","0.55981078","0.43809524","16.70778319","0.32226220","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","-1.54361478","10.98392343","-3.77429695","14.75822038","0.12524678","-0.04084600","1.00000000","0.43967399","37.83101715","13.30580420","0.28149964","99.95768763","18.90154034","0.00000000","55.15136185","12.11226550","0.64024072","77.98742138","21.64870376","20.75606724","0.88033396","0.31871189","13867.00000000","-5.20878111","0.00000000","-17.46031746","15.85846093","0.92406738"
"DEAL_ENTRY_IN","2019.01.16 15:46:44","WIN$N","28","DEAL_TYPE_SELL","0.00000000","30.65882353","-7.96314188","0.55243416","-416127.32292207","-20.19741074","0.00000000","35.63548523","-4.72846725","0.80464280","103.92857143","-7.43140797","0.01492537","70.92418487","-26.56505118","0.32395816","70.92418487","49.85900437","-26.56505118","0.21662181","160.16140274","-26.56505118","0.29775350","60.16140274","-26.56505118","0.29775350","0.01173158","26.56505118","1.00000000","4.24929178","-26.56505118","0.23274570","0.65079365","-26.56505118","0.67079549","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","57.49495145","-6.82175558","4.58518097","-11.40693654","0.18566372","0.75710507","0.67539149","0.75710507","64.63238876","-18.84161743","0.83221759","100.05290445","-19.78875415","0.14255432","51.15376445","-26.56505118","0.11244999","56.21890547","-25.90274196","-11.83201139","0.46273745","0.90182801","8524.00000000","-0.84404210","0.14255432","-65.75342466","-24.97513706","0.00000000"
