io,hora,ativo,posicao,direcao,lucro,AC_Var,AC_cx,AC_norm,AD_Var,AD_cx,AD_norm,ADX_FW,adx_cx,adx_norm,ATR_Var,ATR_cx,ATR_norm,BB_Delta_Bruto,BB_Delta_Bruto_Cx,BB_Delta_Bruto_norm,Banda_Delta_Valor,BB_Posicao_Percent,BB_Posicao_Percent_Cx,BB_Posicao_Percent_norm,BullsP_Var,BullsP_Var_Cx,BullsP_norm,BearsP_Var,BearsP_Var_Cx,BearsP_norm,BWMFI_Var,BWMFI_Var_Cx,BWMFI_norm,CCI_Var,CCI_Var_Cx,CCI_norm,DeMarker_Var,DeMarker_Var_Cx,DeMarker_norm,DP_DMM20,DP_PAAMM20,DP_MM20MM50,DP_D,Hilo_Direcao,MACD_FW,MACD_Cx_0,MACD_Cx_1,MACD_Diff_Angulo_LS,MACD_Distancia_Linha_Sinal,MACD_Distancia_Linha_Zero,MACD_Normalizacao,MACD_Normalizacao_Zero,MFI_FW,MFI_Cx,MFI_norm,Momentum_Var,Momentum_Var_Cx,Momentum_norm,RSI_Var,RSI_Var_Cx,RSI_norm,Stoch_FW,Stoch_Cx_0,Stoch_Cx_1,Stoch_norm_1,Stoch_norm_2,Volume_FW,Volume_Cx,Volume_norm,WPR_Var,WPR_Var_Cx,WPR_norm
"DEAL_ENTRY_OUT","2019.01.31 12:13:32","WIN$N","114","DEAL_TYPE_SELL","-12.00000000","-76.61176471","-19.47283812","0.10978572","185678.40781098","12.37083692","0.43866144","27.71896664","-10.02790396","0.00000000","128.21428571","8.13010235","1.00000000","60.09326085","-7.51242438","0.00000000","28.61583850","35.02327903","10.53279962","0.29326574","-11.75196994","10.38544295","0.32890743","-221.75196994","11.60062401","0.32890743","0.00996678","6.26304740","0.61992424","-52.08333333","9.95778603","0.27118903","0.41573034","4.16506391","0.12437040","1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","90.15552383","-4.51194969","-5.91307591","1.40112622","-0.40442322","0.00000000","0.00000000","0.00000000","62.13885667","15.85555554","0.38440499","99.91350801","9.17257931","0.37956989","55.18036918","8.62391348","0.17958414","36.32812500","6.58698237","-14.11270631","0.16069827","0.00000000","21070.00000000","14.54424979","0.37956989","-52.80898876","12.34469364","0.42699900"
"DEAL_ENTRY_IN","2019.01.31 12:40:03","WIN$N","116","DEAL_TYPE_BUY","0.00000000","-34.67647059","11.35831302","0.76029851","218688.82536243","10.77000848","1.00000000","20.68990515","-17.69377953","0.00000000","143.57142857","-5.01311376","0.88333333","74.93997598","-1.96037571","0.18266891","38.43075691","51.33440128","23.71944277","0.58131530","43.71358950","21.72341893","0.46438061","-151.28641050","26.56505118","0.46438061","0.01041945","26.41097504","1.00000000","4.16666667","23.95474967","0.58490530","0.40707965","25.01236435","0.20389053","-1.00000000","1.00000000","1.00000000","0.00000000","1.00000000","40.84052583","0.58139554","-6.45807332","7.03946886","-0.27411005","0.02029523","0.03959336","0.02029523","44.54694776","6.17403105","0.15042801","100.02546343","18.55961102","0.00000000","55.78665330","26.56505118","0.30578145","59.93883792","24.10491781","20.92583540","0.51385761","0.08215937","18715.00000000","8.15987670","0.00000000","-36.36363636","14.97046536","0.61477677"
"DEAL_ENTRY_OUT","2019.01.31 12:40:16","WIN$N","116","DEAL_TYPE_SELL","-12.00000000","-35.70000000","10.99805444","0.74545842","216214.85100346","9.31686621","0.95484848","20.92268115","-17.37085571","0.00000000","146.07142857","-1.50743576","0.94166667","75.25396999","-1.38153773","0.18660938","38.59177948","38.63847316","19.39495862","0.42662325","43.71358950","24.33259638","0.52706448","-151.28641050","26.56505118","0.52706448","0.01041945","26.14775866","1.00000000","-30.95530955","20.34759729","0.44207587","0.41228070","25.95076403","0.21267371","-1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","37.25078224","-0.46310000","-6.46811557","6.00501557","-0.30179688","0.00000000","0.00000000","0.00000000","44.75950167","6.42987754","0.15671321","99.97962925","15.18499274","0.00000000","53.21531133","21.79044774","0.21574580","57.18654434","23.87009204","20.56328565","0.47387197","0.08215937","18715.00000000","8.15987670","0.00000000","-43.80165289","11.52083061","0.53072806"
"DEAL_ENTRY_IN","2019.01.31 14:10:02","WIN$N","118","DEAL_TYPE_SELL","0.00000000","-21.22352941","-22.07977363","0.32447750","243378.65138739","-19.38643478","0.59204380","29.59268745","-17.06631249","0.63656964","121.78571429","-5.35582504","0.00000000","89.66850060","-26.56505118","0.52973367","49.81583367","49.27510776","-16.67892017","0.28137147","112.75289120","-19.78544416","0.00000000","-67.24710880","-22.39083798","0.00000000","0.00951877","26.20790081","1.00000000","-5.96205962","-16.92093102","0.26089824","0.60952381","-14.69081469","0.55879885","1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","69.26827506","-19.56475337","2.92584557","-22.49059894","-0.35963899","0.28710497","0.00000000","0.28710497","55.87107471","-6.50283728","0.37506548","100.03561254","-14.00913179","0.00000000","51.11367128","-20.89628490","0.03346574","42.62295082","-23.19524951","-21.58046119","0.02871549","0.80901751","18910.00000000","17.07659794","0.00000000","-53.48837209","-22.02727867","0.00000000"
"DEAL_ENTRY_OUT","2019.01.31 14:14:41","WIN$N","118","DEAL_TYPE_BUY","11.00000000","-22.92941176","-22.18838407","0.30844299","229586.55614929","-22.28725171","0.32960623","30.79333923","-14.60081495","0.69161869","127.85714286","11.94417719","0.10784314","90.23768614","-26.56505118","0.54223118","50.13204786","36.53555901","-18.72943466","0.10526795","112.75289120","-18.52061306","0.00000000","-67.24710880","-25.17140023","0.00000000","0.00951877","-13.25637261","0.08221347","-39.22603342","-18.61837109","0.11284817","0.55652174","-19.94600726","0.44488946","1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","65.27967107","-22.59833888","2.53944067","-25.13777956","-0.46778982","0.16543528","0.00000000","0.16543528","50.97806566","-12.23611775","0.20473503","99.98473748","-15.53056736","0.70561553","48.21896111","-21.92850558","0.00000000","37.15846995","-23.54842925","-21.94626818","0.00000000","0.80901751","18910.00000000","17.07659794","0.70561553","-65.11627907","-23.01819752","0.00000000"
"DEAL_ENTRY_IN","2019.01.31 14:36:30","WIN$N","120","DEAL_TYPE_BUY","0.00000000","-65.92352941","11.90994039","0.32239699","235787.91452999","11.32044085","0.47701358","29.51846595","-26.56505118","0.63316663","127.85714286","13.72229713","0.28346457","87.94998579","-4.48421090","0.49200054","48.86110322","50.56850492","15.38651124","0.46834352","10.20327732","11.15651501","0.45232488","-169.79672268","26.56505118","0.45232488","0.01502253","20.42585117","1.00000000","-1.89393939","14.75101485","0.46161197","0.48051948","13.00959376","0.26786893","1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","14.28292614","0.32696342","-6.68086033","7.00782375","-0.49764738","0.03636822","0.03637489","0.03636822","52.72051061","22.35721694","0.34850915","100.00508544","14.03076914","0.00000000","53.13514941","15.08847557","0.51954091","44.66666667","14.27709953","7.86473732","0.44712734","0.07209251","11982.00000000","-12.60455113","0.00000000","-44.00000000","12.35582352","0.56896770"
"DEAL_ENTRY_OUT","2019.01.31 14:38:42","WIN$N","120","DEAL_TYPE_SELL","-10.00000000","-63.19411765","12.47811034","0.33826295","229659.58595856","6.34783001","0.36661091","28.63245280","-26.56505118","0.59254354","130.71428571","18.23940085","0.34645669","88.19319702","-4.04727281","0.49734068","48.99622056","40.75892441","9.81864415","0.36546308","10.20327732","16.72785384","0.59322528","-169.79672268","26.56505118","0.59322528","0.01502253","7.33164874","0.67448394","-26.55524605","10.36292187","0.37964981","0.50617284","16.69090463","0.32405165","1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","11.49090335","-0.82997289","-6.78022159","5.95024870","-0.53145394","0.00000000","0.00000000","0.00000000","54.21282933","22.86291242","0.39458041","99.96948739","10.94864860","0.31036801","51.27245449","12.05434727","0.44202619","42.33333333","13.20032689","7.53149539","0.41961104","0.07209251","11982.00000000","-12.60455113","0.31036801","-51.00000000","9.88454528","0.49626346"
"DEAL_ENTRY_IN","2019.01.31 15:03:17","WIN$N","122","DEAL_TYPE_SELL","0.00000000","77.30294118","-0.80960842","0.90454320","243161.20308626","-17.72947714","0.60984437","28.37590106","3.81130232","0.58078082","136.78571429","11.11304054","0.67777778","90.42654478","5.73640048","0.45428565","62.36313433","49.77882601","-21.21357013","0.46006156","229.70224814","-7.35862578","0.68855053","84.70224814","-7.46488885","0.68855053","0.00867173","18.97080357","0.89218531","-0.73340667","-21.30725993","0.46546901","0.47340426","-4.43921354","0.23232996","1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","45.56888663","1.12884119","-0.96012426","2.08896545","0.37529836","0.75036303","0.88340377","0.75036303","54.70919434","5.77661732","0.40990432","99.88322502","-24.56257565","0.13900169","52.36756743","-22.74824974","0.48759853","76.56250000","-2.33013023","4.77374121","0.83292322","0.87502598","16721.00000000","19.27303679","0.13900169","-42.34234234","-20.85905751","0.58618466"
"DEAL_ENTRY_OUT","2019.01.31 15:03:40","WIN$N","122","DEAL_TYPE_BUY","-11.00000000","77.30294118","-0.80960842","0.90454320","249233.20308626","-12.80591819","0.71923228","28.37590106","3.81130232","0.58078082","136.78571429","11.11304054","0.67777778","90.75042700","6.94684873","0.46284081","62.58650138","59.20105864","-16.13559988","0.55887959","229.70224814","-8.18229761","0.66934376","84.70224814","-8.17512026","0.66934376","0.00867173","11.99032958","0.70815003","30.05759539","-16.25824810","0.56780329","0.47340426","-4.43921354","0.23232996","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","49.15863022","3.40847791","-0.70645421","4.11493211","0.44615150","0.83007282","0.97724625","0.83007282","54.42194608","4.98139303","0.40103632","99.92891958","-23.85413675","0.24864636","54.99892022","-17.21358947","0.59710040","79.37500000","-0.85931590","5.11797159","0.86647927","0.87502598","16721.00000000","19.27303679","0.24864636","-34.23423423","-16.61028997","0.67039807"
"DEAL_ENTRY_IN","2019.02.01 10:00:13","WIN$N","124","DEAL_TYPE_BUY","0.00000000","44.04705882","3.52011064","0.80576888","200472.85824903","9.43259534","1.00000000","31.01126898","-17.15813714","0.23581239","156.78571429","-21.93848047","0.53846154","123.59466008","-22.61995443","0.40300769","102.99555007","50.68773198","18.65256854","1.00000000","0.03733287","19.33297571","1.00000000","-119.96266713","10.22592582","1.00000000","0.01382488","22.59229925","0.34688391","4.72903885","18.68268563","1.00000000","0.36129032","25.01873697","0.80623675","-1.00000000","1.00000000","-1.00000000","0.00000000","-1.00000000","-114.22478453","15.63910373","4.91880509","10.72029864","0.75914032","0.00000000","1.00000000","1.00000000","42.96413996","6.25866919","0.40460223","100.07686395","26.56505118","0.17737430","46.97212308","21.06842354","1.00000000","60.64814815","16.69832663","8.71819310","1.00000000","0.80720516","8680.00000000","-14.12835742","0.17737430","-24.05063291","23.07354238","1.00000000"
"DEAL_ENTRY_OUT","2019.02.01 10:00:14","WIN$N","124","DEAL_TYPE_SELL","10.00000000","47.11764706","5.84934456","0.82963065","201311.78928352","10.30985962","1.00000000","31.08288597","-17.07583266","0.24038799","160.00000000","-18.43494882","0.65384615","124.02112723","-21.69759736","0.41225017","103.35093936","59.15166654","20.48256916","1.00000000","0.03733287","21.03649749","1.00000000","-119.96266713","8.84543740","1.00000000","0.01382488","23.82492609","0.49300605","28.36081959","20.36154932","1.00000000","0.39634146","25.26827959","0.94191401","-1.00000000","1.00000000","-1.00000000","0.00000000","-1.00000000","-110.23618054","16.77576748","4.74913110","12.02663638","0.77182603","0.00000000","1.00000000","1.00000000","43.01136040","6.34629881","0.40652620","100.12810658","26.56505118","0.20449868","49.51210609","22.27387514","1.00000000","63.80090498","17.75820708","9.45157260","1.00000000","0.80720516","8680.00000000","-14.12835742","0.20449868","-11.39240506","23.77960522","1.00000000"
"DEAL_ENTRY_IN","2019.02.01 11:08:33","WIN$N","126","DEAL_TYPE_SELL","0.00000000","-54.03823529","-9.94162010","0.00000000","229283.13363963","-11.55349412","0.53477508","19.96270774","-12.02811214","0.00000000","164.28571429","11.00354085","0.76923077","127.44190833","-13.07821887","0.72613354","59.27530620","49.29379589","-14.92403006","0.32818286","139.47210469","-10.32921084","0.29213824","-75.52789531","-3.34125929","0.29213824","0.01368904","8.20041428","0.86531731","-2.16528329","-14.02241289","0.31855276","0.60937500","-3.68246890","0.77846780","1.00000000","-1.00000000","-1.00000000","0.00000000","-1.00000000","17.14570464","-4.44678938","5.31321920","-9.76000858","-0.00825160","0.19173756","0.00000000","0.83340754","67.07731911","-18.83835267","0.76712816","100.22047890","-20.56938576","0.01235575","47.19113328","-16.07536197","0.41804016","45.80419580","-8.22401532","-9.55269245","0.20589916","0.53595583","15706.00000000","-0.46804380","0.01235575","-60.00000000","-16.78264415","0.20672598"
"DEAL_ENTRY_OUT","2019.02.01 11:10:43","WIN$N","126","DEAL_TYPE_BUY","12.00000000","-67.12352941","-6.10155111","0.00000000","230269.96440886","-7.16373005","0.54631612","20.87073143","-4.43092162","0.00000000","152.50000000","-18.91108007","0.27868852","123.68087969","-11.07191130","0.65754810","95.13913822","38.51883975","-11.43620873","0.20347610","29.54751831","-16.45643359","0.08230606","-100.45248169","-4.32536909","0.08230606","0.01104785","19.61243135","1.00000000","-33.48554033","-11.20954418","0.20175392","0.46951220","-14.86764769","0.52678762","1.00000000","-1.00000000","-1.00000000","0.00000000","-1.00000000","6.33483097","-7.76928553","3.93065126","-11.69993679","-0.20492419","0.08843707","0.00000000","0.64110437","61.39014049","-11.56440913","0.61410097","99.97952812","-18.11782615","0.00000000","44.71295320","-10.26074012","0.31062041","24.61538462","-13.38947034","-9.65125182","0.00000000","0.43392420","11767.00000000","-13.51814720","0.00000000","-70.00000000","-13.26648085","0.07246065"
"DEAL_ENTRY_IN","2019.02.01 12:03:30","WIN$N","128","DEAL_TYPE_SELL","0.00000000","-7.29411765","-22.76222999","0.32568751","224091.16228162","-11.36262267","0.00000000","17.06710029","-10.86897504","0.06605460","172.14285714","0.00000000","0.98630137","104.49325337","-5.30600512","0.18232777","77.40240990","49.66505015","-9.70132380","0.09296461","139.71819463","-6.89305176","0.42263761","4.71819463","-12.30108527","0.42263761","0.01387747","21.28866333","1.00000000","-4.26843728","-9.36692588","0.07370082","0.63316583","21.64376067","0.65128202","1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","66.79947168","-6.54726176","6.39004841","-12.93731017","0.20207098","0.77045746","0.72335402","0.77045746","51.11571542","6.20556657","0.11194975","100.14318589","6.14465214","0.00000000","50.85588231","-10.31286177","0.26568954","55.49597855","-16.41089107","-11.65719719","0.39923089","0.67203698","9728.00000000","-0.33084051","0.00000000","-54.76190476","-10.17175547","0.17727127"
"DEAL_ENTRY_OUT","2019.02.01 12:06:05","WIN$N","128","DEAL_TYPE_BUY","9.00000000","-69.28529412","-17.88977912","0.00295523","221581.23920470","-8.60093109","0.00000000","18.97524874","11.76695735","0.16762471","166.07142857","-19.17900803","0.70512821","104.86925193","-1.75356359","0.19042549","53.77910355","40.51199487","-8.88101062","0.00000000","121.90130968","-12.81725253","0.02571589","-73.09869032","-10.14817133","0.02571589","0.01358980","20.31732725","1.00000000","-30.93184114","-8.39345658","0.00000000","0.59000000","-3.46167240","0.49972175","-1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","54.31392200","-11.37595906","5.24575853","-16.62171760","-0.08612708","0.53645776","0.00000000","0.53645776","45.78645983","-6.35703660","0.00000000","99.97956890","-13.83476818","0.00000000","48.94587323","-9.70200390","0.16964790","43.14285714","-16.95716643","-20.66859003","0.21750086","0.52817273","14349.00000000","2.25633887","0.00000000","-61.90476190","-9.72141453","0.06813037"
"DEAL_ENTRY_IN","2019.02.01 13:15:08","WIN$N","130","DEAL_TYPE_BUY","0.00000000","66.38529412","21.08310124","0.79714983","216023.29107419","16.32877044","0.37010269","21.86048094","2.88616532","0.75059743","195.35714286","-14.34933204","0.77551020","160.24531194","-14.58529646","0.77163000","103.38407222","50.18721297","9.72916148","0.59223167","74.80631187","2.69545399","0.54594508","-80.19368813","8.65012905","0.54594508","0.01486668","26.56505118","1.00000000","2.58243941","8.97775594","0.60642149","0.41964286","7.53766019","0.50963530","-1.00000000","1.00000000","1.00000000","0.00000000","1.00000000","-49.99368742","7.49569803","-4.86148952","12.35718755","0.01282239","-0.48645153","0.89110845","0.29438600","57.71219045","7.50076069","1.00000000","99.89278056","9.90670712","0.00000000","51.79262684","10.60365880","0.63856110","64.97175141","17.65574883","19.59258751","0.74014061","0.32343303","10426.00000000","-15.82697456","0.00000000","-36.17021277","11.37563044","0.79148370"
"DEAL_ENTRY_OUT","2019.02.01 13:15:15","WIN$N","130","DEAL_TYPE_SELL","-10.00000000","65.70294118","21.06168262","0.79417127","212237.06885197","11.47039898","0.29448871","21.40984617","0.00174768","0.70623718","196.07142857","-13.09189306","0.79591837","160.41745541","-14.43956034","0.77401194","103.49513252","44.88833682","7.99178898","0.54107534","74.80631187","3.30936070","0.55921078","-80.19368813","8.53067186","0.55921078","0.01486668","26.56505118","1.00000000","-16.08789484","7.15167131","0.55377601","0.41964286","7.53766019","0.50963530","-1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","-53.98229141","6.40017351","-4.98411630","11.38428981","-0.02167552","-0.52526168","0.77362986","0.25557585","57.84624217","7.58881357","1.00000000","99.84172368","8.08448953","0.00000000","50.01572007","8.13813399","0.56550848","62.14689266","17.10434662","19.38609478","0.69946564","0.32343303","10426.00000000","-15.82697456","0.00000000","-43.26241135","8.74306651","0.69629147"
"DEAL_ENTRY_IN","2019.02.01 15:03:06","WIN$N","132","DEAL_TYPE_BUY","0.00000000","113.55000000","10.39500901","1.00000000","198560.69342130","2.42658504","0.69902017","25.76090075","-7.13777050","0.33865723","135.71428571","-6.58194466","0.00000000","121.39505756","-19.94960649","0.64551013","93.38081351","50.45306622","7.90956268","0.93375290","50.16646889","5.70764191","0.97422847","-79.83353111","4.07673521","0.97422847","0.01332650","0.23330357","0.31932007","4.28680080","7.90544759","0.94544189","0.43010753","12.87976250","0.72339083","-1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-68.69503243","11.69921378","-1.04114660","12.74036038","0.54379362","0.00000000","1.00000000","1.00000000","40.15625823","14.38370178","0.23703638","99.94876787","15.02687263","0.34439743","48.97129334","6.88005930","0.92630244","75.18248175","3.33645650","9.30759884","1.00000000","0.91979063","9755.00000000","-10.31684158","0.34439743","-23.46938776","12.40987289","1.00000000"
"DEAL_ENTRY_OUT","2019.02.01 15:03:30","WIN$N","132","DEAL_TYPE_SELL","-10.00000000","112.52647059","10.28900895","1.00000000","192646.27432316","-4.35778904","0.55349015","25.49592980","-7.45498982","0.32857566","136.78571429","-4.76364169","0.00000000","121.51362064","-19.90277694","0.64772616","93.47201587","44.19818127","4.81582175","0.83766653","50.16646889","6.07327806","0.99019202","-79.83353111","3.40764093","0.99019202","0.01332650","-0.64337125","0.29846641","-16.56399726","4.95350683","0.85016347","0.43010753","12.87976250","0.72339083","-1.00000000","-1.00000000","-1.00000000","-1.00000000","1.00000000","-71.88591562","10.27738784","-1.25898555","11.53637339","0.50202990","-0.03810235","1.00000000","0.96189765","40.60136310","14.85757389","0.24595732","99.90778216","13.88008646","0.45703239","46.84387636","3.61652616","0.81682108","72.26277372","2.09891351","9.01759473","0.96977751","0.91979063","9755.00000000","-10.31684158","0.45703239","-31.63265306","10.07688606","0.98307931"
"DEAL_ENTRY_IN","2019.02.04 09:20:03","WIN$N","134","DEAL_TYPE_SELL","0.00000000","-33.19705882","-22.25927001","0.11894138","131002.41143040","-8.86123201","0.01402929","29.57107718","-22.05301452","0.41705820","182.50000000","7.20082944","0.95850622","185.74078712","-1.33757177","0.97383203","48.87915451","49.91924229","-9.71277664","0.25119351","182.26353703","-17.02526135","0.00000000","-197.73646297","-8.99116865","0.00000000","0.01060741","1.17115385","0.04088668","-0.26691579","-9.22387206","0.24239679","0.60883281","-13.27162845","0.39342841","1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","107.10913053","-10.03626894","4.44829106","-14.48456000","-0.02320057","0.59902269","0.31948915","0.59902269","50.32196513","-9.65004110","0.49487908","100.23067460","-9.78059522","0.00000000","50.12402656","-9.20274440","0.16487946","30.53016453","-17.03500171","-20.49992262","0.21453988","0.67856752","35824.00000000","16.83311050","0.00000000","-67.78846154","-8.66980866","0.20248869"
"DEAL_ENTRY_OUT","2019.02.04 09:20:16","WIN$N","134","DEAL_TYPE_BUY","13.00000000","-37.97352941","-22.38192131","0.09395292","125874.41143040","-10.42278232","0.00000000","29.57107718","-22.05301452","0.41705820","187.50000000","9.11967746","1.00000000","186.27409911","-1.14820175","0.97753790","49.01949977","42.29629880","-11.47611898","0.17963133","182.26353703","-16.86421438","0.00000000","-197.73646297","-11.86684071","0.00000000","0.01060741","9.19564368","0.32377326","-26.75381264","-11.12102424","0.17243779","0.60883281","-13.27162845","0.39342841","1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","100.72736414","-11.48585172","4.28236561","-15.76821733","-0.06980574","0.54659187","0.23050720","0.54659187","49.99716239","-10.09751098","0.48618237","100.14865696","-12.58966004","0.00572849","47.18093308","-10.95852777","0.07870058","27.60511883","-17.47898534","-20.64786372","0.17848513","0.67856752","35824.00000000","16.83311050","0.00572849","-75.48076923","-10.64168788","0.11199095"
"DEAL_ENTRY_IN","2019.02.04 11:33:47","WIN$N","136","DEAL_TYPE_BUY","0.00000000","104.66176471","7.55204891","1.00000000","185890.27785923","13.75283388","0.78436338","35.30015570","-5.13359091","0.59430845","142.14285714","-12.80426607","0.00000000","177.16828159","-14.66267132","0.78713409","177.16828159","50.14110878","12.25964682","1.00000000","39.38531030","11.19479387","1.00000000","-60.61468970","7.32916912","1.00000000","0.01126761","24.06338830","0.63997928","2.07039337","10.94577406","1.00000000","0.31720430","21.99335553","0.72228338","-1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-112.76011363","11.97814389","-3.58151131","15.55965520","0.37247233","-0.41711381","1.00000000","0.58288619","40.89606687","6.34314929","1.00000000","99.85131255","24.57393077","0.00000000","48.67545595","15.02990329","0.93740779","63.79821958","14.87153972","12.72292055","0.95816047","0.59531729","8875.00000000","-5.86680945","0.00000000","-33.33333333","18.79229832","1.00000000"
"DEAL_ENTRY_OUT","2019.02.04 11:37:43","WIN$N","136","DEAL_TYPE_SELL","11.00000000","126.57941176","5.16452220","1.00000000","191532.76674812","10.80561963","0.89603451","37.40500976","5.92758571","0.67118581","132.85714286","-14.71507165","0.00000000","173.87075660","-16.64612977","0.72977324","173.87075660","57.82190189","9.99806646","1.00000000","99.47312311","8.55087420","1.00000000","-0.52687689","10.77221279","1.00000000","0.00983478","-11.18726431","0.49274699","21.59383033","9.26163286","1.00000000","0.40116279","19.47869513","1.00000000","-1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-92.66328215","16.39971921","0.29510381","16.10461540","0.70102668","0.00000000","1.00000000","1.00000000","49.03908645","17.38900237","1.00000000","99.95895963","19.73134528","0.00000000","51.18002269","10.16356533","1.00000000","83.06188925","16.14794515","14.70794390","1.00000000","0.82930823","10168.00000000","3.34159320","0.00000000","-25.58139535","14.30674658","1.00000000"
"DEAL_ENTRY_IN","2019.02.04 13:01:15","WIN$N","138","DEAL_TYPE_SELL","0.00000000","85.85294118","10.76675666","0.73859692","235073.33580099","-5.35579088","0.88095134","16.66836298","-21.36116307","0.00000000","141.07142857","1.97493401","0.76229508","59.00881290","-9.06456755","0.00000000","39.33920860","49.40686826","-20.23140765","0.13304798","171.90996404","-16.19320633","0.44056012","21.90996404","-9.98003649","0.44056012","0.01453629","26.56505118","1.00000000","3.84160757","-19.92268171","0.15243762","0.49122807","-5.88967917","0.48237485","1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","3.73455755","4.17688344","5.18249081","-1.00560738","0.55684749","0.07950208","0.96311524","0.96344214","49.04938444","-9.15530600","0.35384779","99.99486548","-17.96825704","0.00000000","49.23229001","-15.43342266","0.38432293","72.40143369","-4.72081751","9.01504581","0.65273477","0.78743620","10319.00000000","-18.00897862","0.00000000","-45.16129032","-14.56193052","0.32851771"
"DEAL_ENTRY_OUT","2019.02.04 13:02:43","WIN$N","138","DEAL_TYPE_BUY","12.00000000","81.41764706","10.01967062","0.70780759","230747.96177501","-9.52746137","0.81283735","17.63503857","-19.76587562","0.00000000","145.71428571","7.33860634","0.86885246","59.97466132","-8.41054860","0.00000000","39.98310754","28.82439063","-23.97851918","0.00000000","171.90996404","-14.98307493","0.48441721","21.90996404","-15.14902682","0.48441721","0.01453629","26.56505118","1.00000000","-65.38139145","-24.10212589","0.00000000","0.45652174","-11.23341675","0.41680708","1.00000000","-1.00000000","-1.00000000","0.00000000","1.00000000","-1.45062764","1.02193989","4.83380845","-3.81186856","0.45872895","-0.03088128","0.85174482","0.85305878","47.68526304","-12.06142210","0.31700430","99.92811666","-24.82066856","0.12219959","45.63409875","-20.64970593","0.18273868","67.74193548","-7.04618443","8.34381080","0.58130124","0.78743620","10319.00000000","-18.00897862","0.12219959","-59.13978495","-20.82576868","0.11498120"
"DEAL_ENTRY_IN","2019.02.05 09:57:22","WIN$N","140","DEAL_TYPE_BUY","0.00000000","40.53529412","17.63008534","1.00000000","332203.83461389","14.08000761","0.68231274","27.46862433","-15.50647910","0.56553794","132.50000000","-9.81930064","0.67088608","136.81681183","-4.88674207","0.90583322","152.01867981","50.47508781","11.54061356","0.59421171","17.16700130","9.07909249","0.80935226","-72.83299870","13.32880696","0.80935226","0.00923930","2.41548395","0.04444197","1.55595452","11.43252785","0.60247033","0.27222222","-3.96184072","0.10415660","-1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-51.72114963","5.19021071","-5.22981626","10.42002697","-0.05468659","-0.50800934","0.46873687","0.18821051","32.44631673","-0.27099018","0.27656845","99.69120178","3.55248409","0.47895846","51.79779281","12.96010770","0.61877652","55.88235294","17.75089799","20.37842645","0.60942852","0.23358219","9741.00000000","-26.56505118","0.47895846","-48.06201550","12.61932229","0.51937984"
"DEAL_ENTRY_OUT","2019.02.05 09:58:21","WIN$N","140","DEAL_TYPE_SELL","-10.00000000","41.90000000","17.73106398","1.00000000","319560.66070085","4.47523239","0.41142733","27.58012720","-15.19050837","0.57110879","133.92857143","-6.48307369","0.72151899","137.00744505","-4.71506681","0.90865569","152.23049450","43.50400265","9.36343321","0.52452969","17.16700130","10.83886243","0.89241169","-72.83299870","13.67512997","0.89241169","0.00923930","-7.41567212","0.02124610","-18.68274802","9.43104067","0.53729517","0.28804348","0.00000000","0.14099403","-1.00000000","-1.00000000","-1.00000000","-1.00000000","1.00000000","-55.31089322","4.18689672","-5.34109595","9.52799268","-0.08602770","-0.54326809","0.38092521","0.15295175","34.22531832","3.71472372","0.32091033","99.64564139","-1.70651318","0.84506085","49.47703286","10.81695392","0.54052529","52.57352941","17.11134733","20.14639329","0.57053397","0.23358219","9741.00000000","-26.56505118","0.84506085","-55.03875969","10.26137472","0.44961240"
